reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
50f096b4-8b98-402c-bb1d-7004ee900259,Go rio rio,https://play-lh.googleusercontent.com/a-/ALV-UjV7oE5QVFP2gas9NxKzTny0Bs7X_z03aWnOAxTMLEfAwQc4Wq_E,"Ini orang yg melakukan pengembangan sama aplikasi ini kek gimana sih sumpah gak paham pola pikir nya, udh update kok malah bnyak ngebug,mau login susah banget dengan alasa pastikan koneksi terhubung, padahal koneksi jaringan aman. Sekiranya belum siap untuk melakukan pengembangan, mening tahan dulu aja dari pada user pengguna pada kecewa.",1,362,4.11.4,2024-03-27 00:55:13,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. kami terus melakukan peningkatan kualitas aplikasi, terkait gagal login agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Aoi",2024-03-27 09:41:53,4.11.4
33897ffb-3b30-480d-b304-c85ee9d9ad0b,anjasptr_ rivki87,https://play-lh.googleusercontent.com/a-/ALV-UjXyN28XSbdKeL7uThRpQ7dUEc608bPQQqRqjrtEG7s5PqNYN3PJ,"makin ga jelas, klaim jht harus pengkinian data kan tapi pas saya lakukan pengkinian data dan ada verivikasi wajah trus sudah lanjut ke proses"" selanjutnya kan perlu data yg saya isi, tentu saya lihat data nya ada di file,di galeri hp saya, nah saat setelah lihat data di file galeri saya trus masuk ke jmo lagi lanjut ngisi datanya eh kok balik lagi ke halaman awal, samapi 3x, dan setelah 3x saya coba lagi masih sama kembali lagi ke halaman awal dan akirnya yg ke4x sudah tdk bisa verivikasi wajah",1,60,4.11.7,2024-04-04 02:47:35,,,4.11.7
68017944-0bea-4bf9-a4c0-e917e6967180,dhanu novianto,https://play-lh.googleusercontent.com/a-/ALV-UjV8FOsMqgENwAbJQbsP4zbYhggM-2FbDi4eA-lyZdN1an8INTjo,Lah ini gimana suruh 'Perbarui Sekarang (Update)' sya ikutin. Eh malah ngga visa cek saldo JHT. Munculnya tulisan 'Saldo JHT tidak tersedia'. Klik bagian profil ada dan benar NIK dan nomor handphonenya. Gimna ini gimana?? Tolong diperhatikan dan ada perbaikan segera. Mengapa jadi seperti ini sekarang aplikasi JMO?? Eh trnyata harus diinpul ulang lagi nomor KPJnya dibagian ubah profil. Hedeeeh.. Untung saya cari info lagi. Akhirnya teratasi sendiri,1,75,4.11.7,2024-03-31 12:36:02,,,4.11.7
16f4cf57-b05d-48b6-a1e9-c621cb5d5629,Putri Nur,https://play-lh.googleusercontent.com/a/ACg8ocLchHz6tVbQ9ll6hyLV0ooAHeKRIrilomhrRbrnpzWBPXt-aw=mo,"Kenapa data kepesertaan gak terdaftar? Ini udah coba sebulan kemudian, masih aja data kepesertaan tidak ditemukan. Maksudnya yg salah dimananya? Udah pake kuota pribadi, ada pulsa juga, ini kalo mau klain jht jg katanya malah ribet. Kalo gak siap bikin sistem online tuh gak usah bikin. Padahal cuma mau daftar akun dan lihat saldo jht malah dipersulit. Uang kita yg kerja, eh sistem syaland malah bikin pusing.",1,62,4.11.4,2024-03-25 15:10:07,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Banyu",2024-02-27 09:33:03,4.11.4
494d0c97-29f8-4032-909c-3a57e24133dc,Aisyah Nurus,https://play-lh.googleusercontent.com/a-/ALV-UjWKQuNMACsNTUFnoTCJwdFbFvQ6JDxBkGYsOqaInMSJQ61m4nwk,"Sering bug, dan error sampai sampai ga bisa masuk appny, gmn bisa login, Tlg dikoreksi dan diperbaiki aplikasinya. Trims (Tapi itu dulu, Sekarang Tidak lagi)",4,61,4.11.7,2024-04-06 14:41:05,"Yth. Bapak Nasrul,
Untuk permasalahan Forced close, Mohon kesediannya melakukan uninstall terlebih dahulu,
kemudian menginstall kembali, klik izinkan BPJSTKU mengakses,dan lakukan login kembali dengan menginput email dan password yang telah didaftarkan.
Apabila masih ada kendala dapat menghubungi email: care@bpjsketenagakerjaan.go.id Terimakasih-AB",2018-11-01 06:51:10,4.11.7
4ac89e82-4356-4c0b-9f97-090eb254003b,Edy Kuswoyo,https://play-lh.googleusercontent.com/a-/ALV-UjWJfqTqTfukYgaEP1dJgV0Ci1lL5xSFZZhg8YEn8-raHvoSRnPP,"Mohon segera menu JMO disempurnakan, mengingat sebagai pelayanan peserta BPJTK yang dapat di akses dengan mudah. Contoh misal aplikasi Brimo, sebab aplikasi JMO ketika update. Email dan sandi hilang, sehingga kesulitan ketika masuk pergunakan sandi. Mohon ada follow up dari IT JMO.",1,7,4.11.7,2024-05-04 14:55:08,,,4.11.7
1144b88a-5ba1-49ba-8329-7c1fdec78c5d,tata ndallndoll,https://play-lh.googleusercontent.com/a-/ALV-UjXf3Dw9d4RU8hFGHiH55o1DpebQirhvR2GgJ_kUMJpzE6deLyvp,"Selamat siang. Saya pengguna JMO Mobile, setelah melakukan update Apps mengapa data² dan cek saldo bisa hilang, tolong segera diperbaiki dan diupdate mengenai informasi kapan bisa berjalan normal kembali, sehingga kami sebagai pengguna JMO Mobile tidak merasa khawatir. Trimakasih 🙏",1,46,4.11.7,2024-04-21 03:38:42,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. kami terus melakukan peningkatan kualitas aplikasi, terkait kendala pengecekan saldo, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau elalui DM di seluruh akun media sosial resmi kami. Tks -AD
",2024-04-22 06:46:40,4.11.7
4c464875-bd4c-4dbc-adc2-3d3fab5bde58,Agga “Swan” Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjVlXTs_YJWzjImBZsWx-gpUBe0SPVDHv6WQ3YEpeEK9FdjMnAA,Aplikasi yg aneh saya belum daftar karna pas bagian pembayaran saya keluarkan karna saldo saya kurang. Nah pas mau pendaftaran ke 2x nya malah gk bisa . Kata nya nik sudah terdaftar pas saya cari akun nya malah tidak ada data nya . Gimana sih ? Mohon di perbaiki,1,49,4.11.7,2024-03-29 08:31:40,,,4.11.7
40eee85f-7577-40d9-a3b6-96d5f271c15a,Arjuna Ahmadi,https://play-lh.googleusercontent.com/a-/ALV-UjVpt_YP5TgdaKpbxM3JI--KirVtcvkQL-rss4Toh9tftuCfvMgp3w,"Aplikasinya bagus, mungkin untuk update selanjutnya mohon kita bisa lihat detail laporan perbulannya saat di unduh RSJHT, tidak hanya tahunan saja. Semoga kedepannya bisa melihat laporan bulananya.. Terimakasih banyak dan sangan membantu sekali aplikasi ini.",5,242,4.11.7,2024-04-04 06:30:38,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan. Terimakasih telah menggunakan aplikasi JMO (Jamsostek Mobile), penilaian Sahabat sangat penting untuk peningkatan layanan kami. Apabila membutuhkan informasi, permintaan atau keluhan dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -HR",2024-04-16 03:35:29,4.11.7
6b9631ca-0114-4ade-870e-80bb053cac44,nadiah cahya fadhilah,https://play-lh.googleusercontent.com/a-/ALV-UjVTi885tJpOa_ZaiMV1FRKbXSWVbchCL-Njpl3piG6lyU-kEZo,"Aplikasi cukup bagus tapi untuk klaim jht kenapa diperumit sekali. Apa gunanya kalau ada menu klaim jht ujung ujungnyà buka website lapak asik. Apalagi jarak video call buat klaim juga jauh banget. Mikir dikit kek, kita itu mau cairin uang kita, hasil kerja kita, iya kalau langsung dapet kerjaan lagi enak ga bibgubg uang. Lah yang masih nganggur, ga punya tabungan kalau ngga dari uang cairin bpjs makan pakek apa.",3,5,4.11.7,2024-05-12 06:47:00,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. kami terus melakukan peningkatan kualitas aplikasi, terkait kendala klaim JHT, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -BS
",2024-05-15 08:44:07,4.11.7
bb6610a6-f399-4e0e-96f7-de98131e3690,Jurnal Eko,https://play-lh.googleusercontent.com/a/ACg8ocJ9ezOIMHBVeDg7oDqAfNPDDOgDIYauhLO_7zSRNQXiZ_ZeXg=mo,"Aplikasi terlalu safety. mohon dikurangi faktor pendaftaran akun JMO cukup disesuaikan dulu saja dengan nik serta no kartu kepesertaan bpjs ketenagakerjaan. karena jikalau saat mendaftar saja semua data harus benar, akan sangat sulit bagi peserta baru yang ingin mengakses aplikasi karena ingin melakukan perbaikan data.",1,4,4.11.7,2024-05-07 15:35:48,,,4.11.7
4b0f9990-c4c6-4949-9830-304e5ab8b491,Pius Schum,https://play-lh.googleusercontent.com/a-/ALV-UjXySpyk67zLL7KTxTMXzhmJ4W9OSThGT2L5YjZyLtIzldHf8s5P,Tolonglah lebih waras membuat aplikasi ini kalaupun diupdate jangan sengaja mengganti nama aplikasinya. Kalau JMO ya tetap JMO. Jangan membuat bingung masyarakat indonesia dgn nama yg diganti ganti setiap update. Mikirlah ini skala nasional yg kalian paksakan ke masyarakat untuk diinstal di hp & kalau berganti nama terus maksudnya apa? Yg perlu diupdate itu fitur2 aplikasi yg belum sempurna & bukan nama aplikasinya. Sengaja membuat rakyat segala lapisan umur supaya bingung mencari aplikasinya??,1,59,4.11.6,2024-03-27 05:00:08,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Aoi",2024-03-27 07:15:42,4.11.6
b0bdac72-63b4-4ecb-874d-37d2243b598d,Danu Anggoro,https://play-lh.googleusercontent.com/a/ACg8ocJ6fFtBTNmaeWQYP9NcLVMo86m9CyBe29xWSoW7zPO2e5Lsvg=mo,"kenapa setelah pembaharuan aplikasi jadi tidak bisa masuk , padahal pakai pengaturan email dan pasword terisi otomatis , tapi dipemberitahuan email dan parword tidak terdadtar , eror kok terus""an hadeeehhhhh",1,20,4.11.7,2024-04-26 12:33:04,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi -Ryu
",2024-04-29 11:11:11,4.11.7
1d306ff8-d15f-4156-b775-b5c17ea78bc4,Vionna Raganti,https://play-lh.googleusercontent.com/a-/ALV-UjWJF24u7kcjuyQJYc14fOWAnkdeaKdQDmsvaknkF6cUXpOYhWB5,"Gak bagus. Udah mau 2 bulan sejak saya download, pas melengkapi data pendaftaran, udah masukan email, kode verifikasi juga sudah, tapi itu terjadi berulang terus. Semakin saya ikuti, makin banyak saya harus mengulangi hal yang sama. Aplikasinya jelek. Bahkan untuk pengajuan pengklaiman JHT, sudah berapa kali mencoba tetap saja tidak bisa. Wajah saya katanya tidak sama dengan di ktp, dan alasan lainnya.Tolong diperhatikan.",1,14,4.11.7,2024-04-16 03:36:16,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Banyu",2024-04-25 14:21:09,4.11.7
cdb65438-c20c-4ba0-a333-2f4c19c002db,siwapik04,https://play-lh.googleusercontent.com/a-/ALV-UjXeCEJqlfIG0OekWohet227V5X6fV-FjM21sOITWjgppkRCYtYLww,"Udah nunggu sebulan buat klaim karena peningkatan kapasitas, sekarang masalah di pengkinian data sedang perbaikan terus gak ada perubahan, duitnya nggak ada kah? dikorupsi!! makanya ditunda2 terus dengan alasan perbaikan aplikasi!! kemarin udh betul mau pengkinian data udah hampir selesai 1 langkah lagi malah keluar sendiri dari aplikasi, terus ga bisa verifikasi biometrik lagi katanya udh 3x gagal.. kudu ke lapak asik pencairan lama.",1,33,4.11.7,2024-04-06 23:26:33,"
Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. kami terus melakukan peningkatan kualitas aplikasi, terkait kendala klaim JHT agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Jrt",2024-04-09 06:16:50,4.11.7
592501cd-73b9-4311-abbc-9d9453f57564,maria manullang,https://play-lh.googleusercontent.com/a-/ALV-UjX130wOue2VnSPEXBQqsrxVSbxf6dKIJhka-AuBRCxcHhDo3Uw,Setelah diperbarui malah ' anda belum terdaftar dalam layanan ini' dan ' pastikan koneksi internet terhubung ' padahal jaringan internet nya bagus... Jadi ga bs digunakan karena selalu ' permintaan anda ditolak'.. kok jadi ga jelas gini sih..,1,18,4.11.7,2024-03-27 23:38:56,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi -Ryu",2024-03-28 08:48:30,4.11.7
108256c0-c305-4183-851a-d5f84a44e326,nuriza prasetoy,https://play-lh.googleusercontent.com/a/ACg8ocJLDbulcOU7DzpHGON5KBVhaXHVV5vV9raxEPiz4OnkA7inzQ=mo,"Lebih cepat apanya, orang aplikasi lemot gini. Isi data 3 kali masih aja gak masuk. Pengkinian data ada udah 2 minggu lebih ada perbaikan peningkatan kapasitas gak selesai"" Niat bikin aplikasi gak sih. Namanya mempersulit ini bukan mempercepat, gak siap pakai layanan online ini namanya.😒",1,1299,4.11.3,2024-03-22 07:39:38,,,4.11.3
fb61d4b7-364f-4d8f-b0f2-269f255c6364,Iqbal triaditya,https://play-lh.googleusercontent.com/a/ACg8ocL3VPWPHha-Lj7brY-_d8ozGpIankCc6qDg1oRUqYz5vycrTQ=mo,"Dari awal download aplikasi ini Langsung bisa daftar dan login dan baru pembayaran awal , lanjut setengah jam utk buka aplikasi lagi eh malah eror gabisa d buka lagi apk ini , awal bulan Desember 2023 hingga saat ini sistem eror terus gabisa login , mana baru daftar di bulan Desember itu , kalau belum siap buat online mending hapus aja deh apknya , banyak yang sudah kecewa",1,1,4.11.7,2024-05-17 20:28:42,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk pengaduan kendala dan informasi lebih lanjut dapat menghubungi Care 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -JR",2024-05-21 09:14:36,4.11.7
581f78cc-7fbc-42ca-8383-feac4def03e8,Yoni Wahyuni,https://play-lh.googleusercontent.com/a-/ALV-UjUKbfaG-9M7FbwsUesktHX2-5iJqtgBUBTiRUIsNw1g-Br__LH-,"Pelayanannya ramah banget dan sekarang cepat pelayanannya ,dari pintu masuk sampai cs dibantu sampai penyelesaiannya selesai.. dipermudah.. thankyou.. cuma kalo udah pengkinian data atau lagi mau claim bpjs ,3 kali masuk salah atau keluar dulu, jd harus ke csnya dulu pr nya hanya disitu sih",5,210,4.11.7,2024-04-25 07:05:25,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan. Terimakasih telah menggunakan aplikasi JMO (Jamsostek Mobile), penilaian Sahabat sangat penting untuk peningkatan layanan kami. Apabila membutuhkan informasi, permintaan atau keluhan dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Banyu",2024-04-25 10:23:44,4.11.7
9d8971db-ff72-4a68-80b7-71ca1d3c5091,Ah. Muhibbuddin Az-zaky,https://play-lh.googleusercontent.com/a-/ALV-UjWscNv3lx1O-idvqhRGSKb1c3LUkjbDLksM5p4Z8V-1DAbd9ILs,"Aneh, prasaan g ada menu masukin email dan password. Jadi g bisa masuk ke aplikasi ini, nyobak daftar lagi, g bisa soalnya suda ke hitung terdaftar. Jadi g punya akun dan password buat masuk apkikasinya",1,9,4.11.7,2024-04-22 10:05:34,"Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. kami terus melakukan peningkatan kualitas aplikasi, terkait kendala login akun agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. -DD
",2024-04-23 08:38:53,4.11.7
4fca8313-f3a5-45ff-8ece-1227fa40049c,Presa Arbawa,https://play-lh.googleusercontent.com/a-/ALV-UjUdBlZIZvDralgQiV7c3LytshvK9bFHQLE4CqrHP5bPRQcFb483,Saya mau buat akun baru gagal terus Katanya belum terdaftar Padahal saya sudah daftar dan sudah dapat kartu juga Bayar pakai mbanking lancar terus Oleh jmo saya dibilang blm terdaftar pada saat di menu buat password. Begitu klik lanjut keluar anda belum terdaftar,1,3,4.11.7,2024-05-05 10:43:57,,,4.11.7
